x
0,209495930189029
0,232810614006909
0,205667090704374
0,215195038432614
0,218444134006879
0,223704332877115
0,217469738382738
0,210279781210066
0,218669747020555
0,220033886042255
0,22489153424655
0,239230769105399
0,212126792815339
0,204413659955816
0,216420906033267
0,205905230390039
0,239082512406972
0,214365580777846
0,204220204818913
0,215132739825489
0,216085696581632
0,222890633503212
0,20280667918032
0,231464971207332
0,235765657030673
0,217166549094259
0,227294765228051
0,22681924949033
0,249782486272015
0,216473264348415
0,222156720275471
0,201287067684696
0,212325763425426
0,191116453974393
0,218201863069931
0,229748808062406
0,219005275704517
0,20919461670005
0,22369912569724
0,233532272872365
0,226832403761931
0,243014888918876
0,215538565112452
0,227880331104135
0,236282254269162
0,225720150607393
0,212670067781049
0,231479627325584
0,233444393603974
0,208641317171342
0,215615284568613
0,206384175292527
0,217170029855882
0,210441275162379
0,209909535829452
0,231289432274267
0,221679314536826
0,213278457852956
0,209531180389825
0,216621355025277
0,218058817820793
0,211556633299647
0,22407325487987
0,231542364125956
0,200739110500021
0,19662469146983
0,21955898939779
0,228770603246466
0,213246325692402
0,192553310257181
0,21872558983382
0,223589381695982
0,213181779829476
0,222373432254282
0,225821902346528
0,200749511083465
0,207066980990354
0,210543144742626
0,21281927806642
0,230375427637388
0,211592768965769
0,215377205481274
0,207680932824549
0,220071761256591
0,206462481447961
0,219749425095965
0,208255956065748
0,192037835373844
0,218735051510948
0,223881079363378
0,212152553827642
0,238894498379558
0,227953398933571
0,240384231451849
0,232473818838057
0,224057906456772
0,222633746012086
0,219815976615244
0,215881661112012
0,21706023626925
